Unnamed: 0,train_loss_mean,train_loss_std,train_acc_mean,train_acc_std,test_loss_mean,test_loss_std,test_acc_mean,test_acc_std
97,0.5800730919837952,0.008621248292511189,0.8543933333333333,0.0034162316796272686,0.5543589609861375,0.007971168042989307,0.8612599999999999,0.0033716464820618955
98,0.575583951473236,0.008458603173958825,0.8550933333333333,0.003245543953724193,0.5500503975152969,0.00781511580952232,0.8616800000000001,0.0033551453023676916
99,0.5712151280045509,0.008302265634306995,0.8557666666666666,0.0033172947478999205,0.5458571863174437,0.007664976392483482,0.8622799999999999,0.0032591409911202325
100,0.5669624421000481,0.00815195807130917,0.8563500000000002,0.0031609817391999285,0.5417747193574906,0.007520325566971193,0.8629800000000001,0.0033811240734406304
101,0.5628213053941727,0.008007276149913945,0.8570766666666666,0.003050787694277595,0.5377988451719284,0.007380991519687388,0.86396,0.003337364229448121
102,0.5587875178456306,0.007867791491807316,0.85782,0.0028782566096703776,0.5339252698421479,0.007246684291430426,0.86488,0.003222111109195372
103,0.5548568364977836,0.007733248457670399,0.8584666666666667,0.0028114596841419506,0.5301504296064377,0.00711665361788325,0.8656,0.002994160984315976
104,0.5510258185863495,0.007603458577896639,0.8591200000000001,0.002739155384826206,0.526470702290535,0.006990835600192529,0.8663000000000001,0.002778488797889947
105,0.5472907000780106,0.007478006667859034,0.8597899999999999,0.002653943606534722,0.5228830528259276,0.006869160998127046,0.8669,0.0028434134416226104
106,0.5436481520533561,0.007356656070029475,0.8603833333333333,0.0026690614247126434,0.5193844503164291,0.006751440042864241,0.86728,0.0029583779339360855
107,0.5400950002670288,0.007239472335242515,0.8609033333333335,0.002601425891057922,0.515971251130104,0.0066374587297339275,0.8679599999999998,0.0030705048444840287
108,0.5366278967261314,0.007126184825258398,0.86148,0.0025469589710084097,0.512640500664711,0.006527249040292565,0.8685,0.0030257230540814972
109,0.5332437437772751,0.007016609454166236,0.8621666666666666,0.0023710347014659207,0.5093896019458771,0.006420122173034557,0.86898,0.0031924911902775793
110,0.5299400216341017,0.006910268458018444,0.8627833333333333,0.002280350850198265,0.5062156414985657,0.006316079972876691,0.8694200000000001,0.0030425318404250436
111,0.5267136520147323,0.0068070757586103795,0.86338,0.0023099543045023143,0.503116210103035,0.006215025142112701,0.8700800000000001,0.0027653209578636577
112,0.523561998307705,0.006706923345489641,0.8639333333333333,0.0022793151993038825,0.5000886768102645,0.006116887379287734,0.8706400000000001,0.0028112274899054325
113,0.5204827257990837,0.006609775690282582,0.8644366666666669,0.002172664774469894,0.49713054299354553,0.006021542991392289,0.8711400000000001,0.0028901557051480647
114,0.517473405599594,0.006515308514561355,0.8649033333333334,0.002134908272814876,0.49423964619636535,0.005929050544982189,0.8714400000000001,0.002711641569234421
115,0.5145317763090134,0.006423470527906733,0.8653000000000001,0.002256687592222065,0.4914138066768647,0.005839310093848549,0.8717600000000001,0.002436801181877568
116,0.511655493080616,0.006334175166217758,0.8657066666666665,0.002247486250112396,0.48865079462528227,0.005751606661009128,0.8721200000000001,0.0022554378732299197
117,0.5088424560427667,0.006247103655109367,0.8662266666666666,0.0022137700372391535,0.4859488409757615,0.005665990853992692,0.8726799999999999,0.0022949945533704556
118,0.506090670824051,0.006162215418494083,0.8666933333333333,0.0020900093035412346,0.483305846452713,0.005582573864995946,0.87318,0.002221936092690361
119,0.5033981549739838,0.006079606640956717,0.8671733333333334,0.0020148959168044887,0.48071986436843883,0.005501359301931478,0.8737400000000001,0.0023265854809140004
120,0.5007630521059035,0.005998988581275316,0.86758,0.0019621204516203114,0.4781889408826828,0.005422140778133826,0.87408,0.002233159197191273
121,0.4981835287809372,0.005920379118142926,0.8680633333333334,0.0018672766860382652,0.4757117438316345,0.00534486126124717,0.8746,0.0020506096654409954
122,0.49565791249275204,0.005843575250236046,0.8685266666666667,0.001987411773024329,0.4732863646745682,0.0052696933188694905,0.8753,0.0020186629238186397
123,0.49318446069955824,0.005768730337158697,0.8690633333333334,0.0019336709475330474,0.4709112799167633,0.005196351301128177,0.87584,0.002016928357676593
124,0.49076170325279234,0.005695621741139242,0.8695700000000001,0.0018538398588395506,0.4685851120948792,0.005124659119344652,0.8761599999999999,0.002059854363783971
125,0.4883882054686547,0.005624045985467512,0.87008,0.0018796202335105536,0.4663064587116241,0.00505449847744717,0.8763400000000001,0.001959081417399503
126,0.4860623434185983,0.005554094519349003,0.8706100000000001,0.0018469419169114061,0.46407377302646635,0.004985914563655573,0.87682,0.0016902662512160228
127,0.483782656788826,0.0054856921235602076,0.8709933333333332,0.001875633226406471,0.46188567340373987,0.004918922414994886,0.8773399999999999,0.00176011363269533
