,train_loss,train_acc,test_loss,test_acc
0,2.2921988725662232,0.1345,2.0989932155609132,0.5935
1,2.1029774236679075,0.5874833333333334,1.9396270298957825,0.6039
2,1.9457355773448943,0.6018666666666667,1.8126418375968933,0.593
3,1.819989434480667,0.5885333333333334,1.7137229132652283,0.5787
4,1.7217685627937316,0.5733166666666667,1.6378632473945618,0.5661
5,1.6462285947799682,0.5609166666666666,1.577001805305481,0.5625
6,1.5856197190284729,0.5570666666666667,1.5194343066215514,0.5694
7,1.528586701154709,0.5637833333333333,1.4522717356681825,0.5882
8,1.462840003967285,0.5840166666666666,1.3672527551651001,0.6176
9,1.380460228919983,0.6143333333333333,1.2657425856590272,0.6536
10,1.282893306016922,0.6491666666666667,1.1588857543468476,0.6807
11,1.180816614627838,0.6777333333333333,1.0604729676246643,0.6937
12,1.0872647655010224,0.6882,0.9787519598007202,0.6866
13,1.0099623948335648,0.6828166666666666,0.914705730676651,0.6908
14,0.9496037918329239,0.68445,0.8687632310390473,0.7224
15,0.9059571146965026,0.7137833333333333,0.8498693680763245,0.7008
16,0.8870430666208268,0.69545,0.8560625624656677,0.6728
17,0.8911179000139237,0.66915,0.8601270723342895,0.6708
18,0.8913645654916763,0.67355,0.8433294677734375,0.6916
19,0.8702443289756775,0.6909666666666666,0.8056263130903244,0.7243
20,0.8311233407258988,0.7231333333333333,0.7625147652626038,0.7628
21,0.790106605887413,0.7568833333333334,0.7535903948545456,0.7659
22,0.7842464083433152,0.7605666666666666,0.79614244222641,0.7547
23,0.8278163814544678,0.7488333333333334,0.8417069810628891,0.7503
24,0.8716726499795914,0.7474166666666666,0.8538422465324402,0.7538
25,0.8814761924743653,0.7478666666666667,0.8375815922021865,0.7653
26,0.8629870927333831,0.7587333333333334,0.8187057799100876,0.7884
27,0.8414530837535859,0.7818333333333334,0.8248265624046326,0.8023
28,0.8454887759685517,0.7932666666666667,0.8525039386749268,0.7941
29,0.8728041350841522,0.7889666666666667,0.8749756532907486,0.7882
30,0.8979816037416458,0.7858833333333334,0.867066832780838,0.7967
31,0.8968480238318444,0.7948166666666666,0.8273041278123856,0.8181
32,0.8671117836236953,0.8119833333333333,0.7894695574045181,0.8371
33,0.8375527799129486,0.8279166666666666,0.787300488948822,0.8364
34,0.8385120955109596,0.8311666666666667,0.8198318979144097,0.8229
35,0.8715913367271423,0.81945,0.8642755487561226,0.8111
36,0.9189210802316665,0.8106833333333333,0.8978335773944854,0.816
37,0.9590395349264145,0.8092,0.8945270073413849,0.8265
38,0.9609558659791947,0.8174333333333333,0.8516937983036041,0.8366
39,0.9183716213703156,0.8290333333333333,0.8025403439998626,0.8456
40,0.8672999089956284,0.8381,0.7695383584499359,0.8492
41,0.8313477343320846,0.84325,0.7499061113595963,0.8532
42,0.809070020020008,0.84725,0.7503553766012192,0.8547
43,0.8061431437730789,0.8508666666666667,0.7783113157749176,0.8588
44,0.8313964799046516,0.8515833333333334,0.8228536695241928,0.8563
45,0.8733157914876938,0.8494333333333334,0.8415303778648376,0.8552
46,0.888018473982811,0.8489833333333333,0.8062298816442489,0.8585
47,0.8478736358880997,0.8521,0.7416589486598969,0.865
48,0.7809589284658432,0.8572333333333333,0.6881339171528816,0.8691
49,0.7288480591773987,0.8604,0.6552806708216667,0.8688
50,0.7033143407106399,0.8615666666666667,0.6351829117536545,0.87
51,0.692258198261261,0.8618,0.6211264160275459,0.8708
52,0.6882640287280083,0.8601666666666666,0.6238522326946259,0.8682
53,0.7009915253520012,0.8576,0.6512792912125588,0.8606
54,0.7364499792456627,0.8505333333333334,0.680415817797184,0.8508
55,0.7694651108980178,0.8421166666666666,0.6653161185979843,0.849
56,0.7501215812563896,0.8414166666666667,0.5930246745049953,0.8629
57,0.6653535231947899,0.8536833333333333,0.5173154745995998,0.8779
58,0.5727945542335511,0.8676833333333334,0.49264625638723375,0.8822
59,0.5282244448363781,0.8748666666666667,0.525043416917324,0.876
60,0.5419023396074771,0.8701166666666666,0.5843704161047936,0.865
61,0.5872831973433494,0.8601833333333333,0.6240951538085937,0.8592
62,0.6183389821648597,0.85405,0.6212165015935898,0.8601
63,0.6122002682089805,0.8552,0.5922124010324478,0.8617
64,0.5858552920818328,0.8586333333333334,0.5671598625183105,0.8598
65,0.5659948381781578,0.8578,0.5615111988782883,0.8539
66,0.5637553212046623,0.8514333333333334,0.5624414709210396,0.8474
67,0.5667050686478615,0.8455666666666667,0.5371217224001884,0.8491
68,0.5462041643261909,0.8497166666666667,0.4772762677073479,0.8627
69,0.4943594345450401,0.86365,0.41898354023694995,0.8826
70,0.44286278024315834,0.8775333333333334,0.40307788014411927,0.8871
71,0.42885294795036316,0.88325,0.43340974301099777,0.879
72,0.45944570153951647,0.8716333333333334,0.4743431007862091,0.8647
73,0.5003503862023354,0.8588833333333333,0.4841127052903175,0.8633
74,0.5077395895123482,0.85615,0.463821514248848,0.8688
75,0.4836350077390671,0.8642166666666666,0.43382879585027695,0.8774
