,train_loss,train_acc,test_loss,test_acc
0,2.3008647918701173,0.1075,2.2773774337768553,0.1189
1,2.279564950466156,0.11536666666666667,2.255809016227722,0.1378
2,2.2585185980796814,0.13223333333333334,2.234225368499756,0.1764
3,2.237453877925873,0.16565,2.212373824119568,0.2311
4,2.216132473945618,0.21706666666666666,2.1900374603271486,0.304
5,2.1943405079841614,0.2904333333333333,2.1670135688781738,0.3873
6,2.1718813753128052,0.3738666666666667,2.1431146478652954,0.457
7,2.14857036113739,0.4457833333333333,2.1181594705581666,0.5175
8,2.1242338681221007,0.5018,2.091990742683411,0.558
9,2.098716366291046,0.5490666666666667,2.0644641637802126,0.593
10,2.0718683862686156,0.5838333333333333,2.035452516078949,0.6236
11,2.0435710763931274,0.6113,2.004833083152771,0.6439
12,2.013709877729416,0.6357666666666667,1.9725128674507142,0.6634
13,1.9821908342838288,0.6546,1.9384154534339906,0.6783
14,1.9489443600177765,0.6693,1.902493782043457,0.6904
15,1.913924616575241,0.6810166666666667,1.8647271227836608,0.6997
16,1.877107173204422,0.6916833333333333,1.8251312613487243,0.7089
17,1.8385079216957092,0.7004666666666667,1.7837654399871825,0.7168
18,1.7981783032417298,0.7079833333333333,1.740723843574524,0.7248
19,1.7562024664878846,0.7151333333333333,1.6961450624465941,0.7309
20,1.7127210628986358,0.7210333333333333,1.6502227592468262,0.737
21,1.6679080247879028,0.7271666666666666,1.6031903171539306,0.7426
22,1.6219841456413269,0.7339333333333333,1.5553206276893616,0.7484
23,1.5752106142044067,0.7392,1.5069358730316162,0.7537
24,1.5278863751888274,0.7442166666666666,1.4583798789978026,0.7594
25,1.480339390039444,0.7494833333333333,1.410009162425995,0.7647
26,1.4329138886928559,0.7541166666666667,1.3621703910827636,0.7692
27,1.3859487116336822,0.76015,1.3151988697052002,0.7758
28,1.3397705268859863,0.7662833333333333,1.2693998956680297,0.7813
29,1.2946673798561097,0.7719,1.2250349593162537,0.7881
30,1.2508958292007446,0.7777166666666666,1.182315309047699,0.7923
31,1.2086633884906768,0.7835166666666666,1.1413997101783753,0.7976
32,1.1681359171867371,0.7888,1.1023991656303407,0.8031
33,1.129422478079796,0.7938666666666667,1.0653582680225373,0.8065
34,1.0925817704200744,0.7984833333333333,1.0302935707569123,0.8105
35,1.0576427191495896,0.8031333333333334,0.9971856665611267,0.8155
36,1.0245940506458282,0.8072833333333334,0.9659915006160736,0.8194
37,0.9933979034423828,0.8113333333333334,0.9366418874263763,0.8242
38,0.9639937090873718,0.8149833333333333,0.9090519905090332,0.8268
39,0.936308696269989,0.81835,0.8831344521045685,0.8302
40,0.9102622306346894,0.82155,0.8587882494926453,0.8336
41,0.8857593101263046,0.8246833333333333,0.8359156239032746,0.8359
42,0.8627129286527634,0.8272666666666667,0.814423907995224,0.838
43,0.8410321682691574,0.8301166666666666,0.7942174327373505,0.8403
44,0.8206231558322906,0.8322833333333334,0.7752072417736053,0.842
45,0.8014010745286941,0.83475,0.7573073202371597,0.8434
46,0.7832865208387375,0.83735,0.7404358446598053,0.8445
47,0.766198781132698,0.83905,0.7245194703340531,0.8462
48,0.7500650459527969,0.84075,0.7094890844821929,0.8483
49,0.73481693983078,0.8424333333333334,0.6952813673019409,0.8498
50,0.7203922349214554,0.8442,0.681835578083992,0.8509
51,0.706731344461441,0.8456333333333333,0.669096896648407,0.8521
52,0.6937793415784835,0.8470666666666666,0.6570138901472091,0.8535
53,0.6814880305528641,0.8484166666666667,0.6455396682024002,0.8546
54,0.6698118078708649,0.8500166666666666,0.6346354669332505,0.8563
55,0.6587101691961288,0.8516666666666667,0.6242601376771927,0.8581
56,0.6481417682766915,0.8530166666666666,0.6143793642520905,0.8595
57,0.6380722013115883,0.8541333333333333,0.604960378408432,0.8617
58,0.628467757999897,0.8552166666666666,0.5959723705053329,0.8627
59,0.6192999657988548,0.8567166666666667,0.5873890113830567,0.864
60,0.610541222691536,0.8576166666666667,0.5791827529668808,0.8652
61,0.6021653974056244,0.8588333333333333,0.5713308495283127,0.8659
62,0.5941478860378265,0.8596833333333334,0.5638107562065124,0.8671
63,0.5864674174785613,0.86055,0.5566023868322373,0.8683
64,0.5791040366888046,0.8617,0.5496863877773285,0.8696
65,0.5720385065674782,0.8626833333333334,0.5430470705032349,0.8702
66,0.5652540066838264,0.8636833333333334,0.5366684114933014,0.8705
67,0.5587338298559189,0.8644666666666667,0.5305352884531022,0.8715
68,0.5524635142087937,0.8653666666666666,0.5246343779563903,0.8726
69,0.5464288553595543,0.8661,0.5189522409439087,0.8732
70,0.5406174150109291,0.86745,0.5134785240888595,0.8746
71,0.5350182169675827,0.8681,0.5082030242681503,0.8756
72,0.5296200412511826,0.8687333333333334,0.5031143403053284,0.8763
73,0.5244124338030816,0.8695333333333334,0.4982032659649849,0.8778
74,0.5193848690390587,0.8705,0.4934609246253967,0.8781
75,0.5145285245776177,0.8711333333333333,0.48887845695018767,0.8789
76,0.5098352819681168,0.8719333333333333,0.4844483032822609,0.8798
77,0.5052971413731575,0.8726333333333334,0.48016301602125167,0.8807
78,0.5009065502882004,0.8732666666666666,0.4760164204239845,0.8818
79,0.49665638893842695,0.8738333333333334,0.4720022776722908,0.8826
80,0.4925403094291687,0.8743166666666666,0.46811397671699523,0.883
81,0.48855225563049315,0.8752166666666666,0.4643462884426117,0.8838
82,0.48468670666217806,0.8759666666666667,0.460692500770092,0.8845
83,0.4809378096461296,0.8763166666666666,0.45714810699224473,0.8853
84,0.47730048388242724,0.8768,0.4537091946601868,0.8858
85,0.47377023220062253,0.87735,0.45037111788988116,0.8862
86,0.47034242898225787,0.8778833333333333,0.4471295577287674,0.8866
87,0.46701255679130554,0.8783833333333333,0.44398059368133547,0.8866
88,0.46377631336450575,0.87895,0.4409199920296669,0.8866
89,0.4606298026442528,0.8795833333333334,0.4379438254237175,0.8867
90,0.4575694027543068,0.8801666666666667,0.4350493237376213,0.8875
